,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
465,0.547,0.858,234920,0.6,1LM6t24SjQr2bJHqeGIR4U,0.00113,2,0.132,-6.677,1,0.063,106.023,4,0.513
466,0.00529,0.971,302057,0.548,2KlDzyTJVmOlH1sVTuPcSF,0.00155,11,0.11,-6.82,1,0.154,129.994,4,0.183
467,0.791,0.396,228267,0.153,2lDWYLNnfYyXngjz4plpy2,0.0,2,0.348,-11.598,0,0.0475,127.458,4,0.308
468,0.441,0.48,277707,0.281,7ID2dydg1QFuWObmdhwzfm,0.0,2,0.0757,-8.409,0,0.0387,119.783,3,0.373
469,0.0192,0.635,194840,0.738,3FiE2d325mIOc4YjkSLVJR,0.0,7,0.15,-4.424,0,0.0519,130.971,4,0.428
470,0.259,0.763,126346,0.726,4ARPvK8DHLwt4oX65ZAFMw,0.0,1,0.0976,-6.405,1,0.282,139.059,4,0.349
471,0.357,0.599,224853,0.542,10M2Ex445zw585Ducldzkw,0.0,10,0.104,-7.274,1,0.0304,148.003,4,0.383
472,0.0162,0.616,234653,0.714,0gbBzIqrECJOEPvQJIBFs5,1.23e-05,9,0.0817,-7.792,1,0.0982,128.924,4,0.24
473,0.128,0.758,197171,0.646,4PzovBqgnSHKd8opsP7IVM,0.0,7,0.0778,-4.701,1,0.112,155.955,4,0.589
474,0.251,0.838,237333,0.492,2pJZ1v8HezrAoZ0Fhzby92,0.0,1,0.262,-5.69,0,0.038,115.092,4,0.895
475,0.086,0.64,227427,0.812,7oolFzHipTMg2nL7shhdz2,0.0,8,0.0509,-5.647,0,0.0834,86.013,4,0.914
476,0.355,0.761,238440,0.386,51ChrwmUPDJvedPQnIU8Ls,0.0,4,0.0953,-6.158,1,0.0399,134.943,3,0.526
477,0.163,0.599,263400,0.448,0tgVpDi06FyKpA1z0VMD4v,0.0,8,0.106,-6.312,1,0.0232,95.05,3,0.168
478,0.0559,0.78,189280,0.745,5HDPtsnyb3maFmPL8LLUTG,0.0,7,0.0595,-3.97,1,0.145,94.026,4,0.862
479,0.0735,0.624,170827,0.876,0afhq8XCExXpqazXczTSve,0.0,9,0.327,-3.374,1,0.1,99.943,4,0.781
480,0.536,0.522,207520,0.385,2RttW7RAu5nOAfq6YFvApB,0.0,0,0.135,-7.355,1,0.0288,89.792,4,0.236
481,0.719,0.604,248413,0.366,2dfHh7ECGxfNqZTQno09Vk,0.0,7,0.162,-7.881,1,0.0267,105.177,3,0.181
482,0.914,0.589,221107,0.242,4VuS959DSpr82t3qBqCrWG,0.0,6,0.0887,-10.517,1,0.0442,89.749,4,0.257
483,0.448,0.747,191147,0.76,3Lfiu5sZ4M4B6JaKMBc0FU,0.0,1,0.153,-4.294,1,0.187,99.975,4,0.682
484,0.52,0.738,176747,0.677,6SznMYPQJHzr3IwsAHLId2,0.0,7,0.133,-5.121,1,0.0824,127.067,4,0.882
485,0.117,0.68,179787,0.852,35QZaWQRkmnAVqBF1TLCxQ,0.0,7,0.0866,-4.35,1,0.0349,101.993,4,0.858
486,0.85,0.552,247107,0.29,6TIU9Ehmi6dMzZK73Ym4yj,0.0,10,0.227,-5.617,1,0.0448,78.842,4,0.481
487,0.339,0.513,355172,0.683,5LXj9Ch3O9ATm1NoHT8GXn,0.739,5,0.0871,-6.185,1,0.032,120.056,4,0.153
488,0.0256,0.733,217561,0.777,53MHr9cjIlwet0mpmqNvjC,0.0,8,0.239,-2.83,0,0.0791,88.494,4,0.724
489,0.22,0.625,248156,0.707,0NyOeqzqjVM9j7IuWp2oJ6,0.0,2,0.213,-4.761,1,0.0337,138.064,4,0.479
490,0.225,0.83,228600,0.585,5bgwqaRSS3M8WHWruHgSL5,0.00209,1,0.0576,-5.802,1,0.0366,105.03,4,0.642
491,0.172,0.931,274847,0.358,3IHZc2GclRu5nJpTqty7MY,7.17e-06,1,0.152,-5.348,1,0.234,140.052,4,0.0794
492,0.106,0.616,190185,0.432,2dLLR6qlu5UJ5gk0dKz0h3,0.0,7,0.132,-9.546,1,0.133,84.778,4,0.302
493,0.189,0.739,206533,0.448,248OFOZef6ShXv6DGgbnxU,0.0,10,0.118,-10.28,0,0.138,81.044,4,0.553
494,0.0545,0.623,220291,0.654,0FuTx2s3YH1ppmtiM6l0zI,0.0,0,0.0838,-5.675,0,0.0372,95.921,4,0.401
495,0.0314,0.705,199520,0.492,5qbcsZMwL0x46sX7VO37Ye,0.0,8,0.106,-6.762,0,0.0905,77.114,4,0.36
496,0.0683,0.658,250747,0.623,312WNtMs3F28cUukaPY9bo,0.0,0,0.321,-6.934,1,0.0398,100.436,4,0.207
497,0.893,0.767,207107,0.512,1Ob94QesoxHSBrypyBbdfd,0.000223,6,0.103,-6.777,1,0.0591,123.921,4,0.489
498,0.935,0.441,199120,0.219,39KG4kom3enSx4GTThuDGt,0.0,8,0.115,-14.586,1,0.0419,94.021,4,0.244
499,0.0153,0.464,222533,0.813,6xHI9KjUjYT0FPtGO8Mxa1,0.0,10,0.254,-6.185,1,0.0416,75.975,4,0.516
500,0.472,0.889,302693,0.816,5ByAIlEEnxYdvpnezg7HTX,0.0,9,0.204,-4.67,1,0.247,96.056,4,0.777
501,0.145,0.901,229827,0.697,7KwZNVEaqikRSBSpyhXK2j,0.0,9,0.287,-3.439,1,0.28,93.941,4,0.67
502,0.432,0.778,252747,0.578,2g8HN35AnVGIk7B8yMucww,0.0,9,0.138,-7.22,0,0.274,84.487,4,0.758
503,0.664,0.654,226040,0.393,05nbZ1xxVNwUTcGwLbp7CN,0.0,5,0.114,-7.621,0,0.284,159.741,4,0.105
504,0.0246,0.841,283693,0.733,7xVLFuuYdAvcTfcP3IG3dS,0.0,1,0.174,-5.077,1,0.142,130.009,4,0.284
505,0.114,0.518,236227,0.686,1XazlqB4YAtvouCmJPWXlM,0.0,9,0.114,-4.911,1,0.0313,144.065,4,0.334
506,0.0766,0.873,272453,0.561,7KcGEssn7BnJdTgildK5y0,2.93e-06,1,0.416,-7.013,1,0.272,139.064,4,0.417
507,0.923,0.534,171728,0.218,0or0gNaKAXYYCsOrpvRzAu,0.0,10,0.0944,-11.16,0,0.111,76.715,4,0.345
508,0.0263,0.841,210200,0.516,6H0AwSQ20mo62jGlPGB8S6,0.00072,11,0.111,-7.461,0,0.118,145.995,4,0.556
509,0.616,0.802,295653,0.628,63NTlJWNS65JjsE3QJYr20,0.0,11,0.114,-8.352,0,0.431,143.946,4,0.644
510,0.00612,0.729,275720,0.838,1KZ0Xo6Mmeprp1Sw5xCHYz,0.0,8,0.0721,-4.476,0,0.313,136.869,4,0.349
511,0.0702,0.831,275560,0.62,3sdDgcU2XvO8EwkUsIe7VW,0.000779,5,0.111,-6.236,0,0.0452,101.029,4,0.396
512,0.0987,0.372,200029,0.919,7pYFPMeK0TnaTGdS6qOtEr,0.0,11,0.234,-1.68,0,0.3,182.785,4,0.419
513,0.874,0.776,210285,0.503,6Nle9hKrkL1wQpwNfEkxjh,0.0,0,0.112,-5.732,0,0.237,110.134,4,0.473
514,0.163,0.876,213947,0.669,00lNx0OcTJrS3MKHcB80HY,0.0,11,0.185,-6.054,0,0.138,124.007,4,0.682
515,0.00464,0.565,225526,0.771,1Eck97uRMlprKOOJN9oO1E,0.0,1,0.0568,-5.22,1,0.213,168.385,4,0.573
516,0.00257,0.537,199973,0.779,77lGafvlU68CeHgB2pkHC9,0.000129,7,0.209,-6.638,0,0.2,169.909,4,0.212
517,0.259,0.707,212459,0.629,1x5sYLZiu9r5E43kMlt9f8,1.6e-05,0,0.138,-4.581,0,0.0563,122.863,4,0.457
518,0.0389,0.487,235886,0.64,7HwKzQBybHSHqdLv25VdtU,0.0,8,0.673,-6.302,1,0.295,109.939,4,0.508
519,0.195,0.851,158684,0.625,2NyrXRn4tancYPW6JwtTl2,0.0,10,0.266,-5.417,0,0.303,99.061,4,0.668
520,0.501,0.839,209269,0.81,6Q2FftbUG530lCtBI74bMH,0.0,5,0.117,-5.274,0,0.0568,129.014,4,0.814
521,0.00589,0.662,267720,0.808,3LRoXCTQ7VvvVtzpceHt4y,0.0,9,0.613,-3.06,1,0.122,76.493,4,0.472
522,0.0123,0.481,341680,0.716,5cQffjWJzgnmEtTzKW6dnh,0.0,10,0.141,-5.996,0,0.622,78.829,4,0.404
523,0.0139,0.468,195390,0.939,6tNQw4RAj7oYogHXVzKJg8,9.25e-05,11,0.833,-1.976,1,0.112,176.075,4,0.698
524,0.000706,0.452,153600,0.928,7rSERmjAT38lC5QhJ8hnQc,0.000637,2,0.226,-3.133,1,0.079,129.188,4,0.6
525,0.0369,0.653,216281,0.839,3FQCJI2t5LTbsRPfYVBSVB,0.0,10,0.068,-5.077,1,0.0685,149.034,4,0.669
526,0.214,0.523,291280,0.783,4M2idH8CQzXQAYlV0NACCt,0.0,6,0.612,-3.755,0,0.185,117.264,5,0.313
527,0.0571,0.878,190167,0.396,73cAKC1NbxHuFPcQ4slGtl,0.0024,1,0.118,-5.313,1,0.0895,95.994,4,0.62
528,0.0371,0.831,242307,0.47,07pJdL0L9XDGW0HBj0rIS2,0.0,1,0.144,-7.48,0,0.425,75.474,4,0.339
529,0.256,0.809,298941,0.463,7hDc8b7IXETo14hHIHdnhd,0.085,11,0.109,-11.377,1,0.0396,111.98,4,0.364
530,0.0621,0.617,218674,0.492,05KOgYg8PGeJyyWBPi5ja8,0.0,10,0.484,-7.588,0,0.448,141.953,4,0.208
531,0.0143,0.924,236615,0.444,2bjwRfXMk4uRgOD9IBYl9h,0.0,1,0.26,-8.227,1,0.243,136.088,4,0.314
532,0.0626,0.919,149569,0.627,6CfrYuD3YRDYdYvH9jNtXY,0.0,10,0.529,-6.764,0,0.234,97.076,4,0.52
533,0.0343,0.872,189230,0.389,6UjfByV1lDLW0SOVQA4NAi,0.000679,1,0.0941,-8.343,1,0.0634,131.012,4,0.156
534,0.0463,0.903,307593,0.432,0xl1w2q4VLojeXp4JfazPL,0.0,8,0.111,-11.885,1,0.426,139.028,4,0.555
535,0.0521,0.724,216558,0.548,2XlHu0HcujBCkWMdIAvrqt,7.4e-06,7,0.104,-8.062,0,0.0497,98.017,4,0.392
536,0.0896,0.78,250337,0.729,7y6c07pgjZvtHI9kuMVqk1,0.422,5,0.104,-9.138,0,0.0493,123.009,4,0.844
537,0.755,0.719,107673,0.354,13e6f8t7RKXuxZ0JdaaJRG,0.00969,11,0.349,-10.461,1,0.104,123.152,4,0.205
538,0.499,0.621,186293,0.247,2fkeWbM6iqTw7oGHTYm2lw,0.0239,11,0.113,-12.291,0,0.0393,111.974,4,0.221
539,0.0143,0.872,162638,0.623,2jTujnt0y344ai1rNOywgr,0.0214,1,0.125,-6.984,1,0.0446,119.983,4,0.0883
540,0.235,0.834,205163,0.527,76gUmNLXGQVOsGhfcshkFP,0.00968,7,0.632,-10.4,1,0.193,105.86,4,0.319
541,0.11,0.768,219692,0.282,6n3HGiq4v35D6eFOSwqYuo,0.0208,8,0.113,-10.348,0,0.0863,97.043,4,0.175
542,0.227,0.669,206120,0.385,28irpKCCK9nn9DZSik2zEx,0.0,0,0.7,-8.901,1,0.378,162.039,4,0.391
543,0.379,0.76,153725,0.227,6MbH1QiphMCPTqVEVC7UYi,0.0017,11,0.355,-8.327,0,0.15,96.912,4,0.279
544,0.0111,0.636,228438,0.568,5f5r2N4Lp9WoULWPH9zp2W,0.0,1,0.117,-8.441,1,0.419,82.495,4,0.438
545,0.736,0.519,305374,0.576,2Na0z2gfN67Rzf0vp74Wi3,0.0,4,0.371,-9.162,1,0.414,87.983,4,0.373
546,0.0117,0.801,143214,0.813,2dfqS3MRtbLZSZA1IL8xY5,3.79e-06,7,0.157,-6.404,1,0.23,129.962,4,0.403
547,0.352,0.429,368036,0.275,5JUu0unA8VwhTZ9LkMWUVI,6.58e-06,0,0.185,-11.156,1,0.161,76.683,4,0.258
548,0.234,0.787,283551,0.69,2KvHC9z14GSl4YpkNMX384,0.0,7,0.112,-6.206,0,0.404,171.029,4,0.465
549,0.0754,0.813,250770,0.558,7bJ4mu7MHa3rHiNyKjOoSl,0.0,9,0.385,-7.559,1,0.337,124.949,4,0.631
550,0.0704,0.667,270867,0.506,4kNvYhyl8R6m1vykVkcuBu,0.0,1,0.257,-6.944,1,0.394,122.012,4,0.398
551,0.329,0.46,238960,0.832,3m62bJJXGyQKdR9XyRocnl,0.0,8,0.127,-2.628,1,0.232,86.35,4,0.358
552,0.335,0.64,235987,0.554,7kfTqGMzIHFWeBeOJALzRf,0.000181,6,0.0915,-7.498,0,0.118,151.991,4,0.383
553,0.738,0.516,161560,0.798,3BUQFs6aFWh7EFNmI8bfL7,0.000128,10,0.305,-9.049,1,0.083,168.195,4,0.969
554,0.024,0.715,241853,0.561,1ID1QFSNNxi0hiZCNcwjUC,0.0,1,0.0769,-7.605,1,0.0721,100.076,4,0.297
555,0.763,0.707,275227,0.709,4jtyUzZm9WLc2AdaJ1dso7,0.0,11,0.274,-3.979,0,0.34,89.094,4,0.501
556,0.614,0.508,320400,0.234,7JXZq0JgG2zTrSOAgY8VMC,0.000163,7,0.111,-8.724,1,0.109,195.092,4,0.392
557,0.501,0.672,288555,0.434,1zayuwd1YLZsYDArkruHdL,0.000125,9,0.272,-15.218,0,0.765,129.209,4,0.54
558,0.131,0.748,188491,0.627,000xQL6tZNLJzIrtIgxqSl,0.0,7,0.0852,-6.029,1,0.0644,120.963,4,0.524
559,0.594,0.676,155973,0.905,2bBMODHVTXGwE2aZYfbgCt,0.0,1,0.154,-2.569,1,0.147,152.186,4,0.519
560,0.003,0.788,197547,0.472,2C0KFbb4v9CNWR5c9jWcKC,0.0322,0,0.59,-9.021,1,0.0475,130.084,4,0.257
561,0.0272,0.383,181907,0.621,7l9CE3wmEGOUYw1j4ETjnL,0.0,6,0.427,-5.878,0,0.113,80.051,4,0.213
562,0.00365,0.699,225616,0.66,3vgNmjuRDnGLxUFGCLkwpm,0.0,6,0.139,-7.013,0,0.0861,145.937,4,0.689
563,0.00264,0.732,182707,0.75,2eMwDehkIC1j68U6FA3Eiq,0.0,11,0.109,-6.366,0,0.231,155.096,4,0.401
564,0.156,0.737,240926,0.557,3A2OHirUAlQp2x73BJlEDA,0.0,4,0.0691,-5.476,0,0.162,180.031,4,0.252
565,0.00419,0.742,212027,0.599,3Q3myFA7q4Op95DOpHplaY,1.02e-05,8,0.126,-6.256,1,0.0465,110.977,3,0.154
566,0.228,0.507,139560,0.985,7hQ0ojbeqicGhw0wdUVeaN,3.31e-05,0,0.19,-2.392,1,0.153,150.059,4,0.394
567,0.333,0.608,241093,0.466,7L0sPpF8fzmXxygzY2PdCo,1.43e-06,2,0.0809,-5.897,1,0.0398,131.443,4,0.231
568,0.0381,0.708,229013,0.612,1HOUzEsetdIPSpAgRPhZQt,0.0,5,0.277,-6.379,0,0.122,139.913,4,0.263
569,0.238,0.76,177573,0.303,0wfbD5rAksdXUzRvMfM3x5,8.09e-06,2,0.294,-11.362,1,0.0284,99.991,4,0.15
570,0.14,0.691,181200,0.624,63OQWdXMq0Pe6pRpWY5gO0,0.0,7,0.168,-5.874,1,0.027,101.988,4,0.662
571,0.0235,0.667,172893,0.648,4uoumbAMEMaKdtiv763jKz,1.52e-05,3,0.0427,-6.398,0,0.0626,95.031,4,0.589
572,0.000259,0.904,177000,0.611,7KXjTSCq5nL1LoYtL7XAwS,2.03e-05,1,0.0976,-6.842,0,0.0888,150.02,4,0.4
573,0.162,0.888,162347,0.934,7cGFbx7MP0H23iHZTZpqMM,0.0,1,0.0679,-5.968,1,0.091,110.003,4,0.786
574,0.34,0.784,229160,0.728,60APt5N2NRaKWf5xzJdzyC,0.0,0,0.222,-4.549,0,0.0539,110.165,4,0.713
575,0.047,0.666,219754,0.693,16dXg2YuFOxwDC3cTf5jde,0.0,1,0.115,-3.638,1,0.199,159.972,4,0.132
576,0.0575,0.741,223504,0.667,1louJpMmzEicAn7lzDalPW,0.0,10,0.106,-5.445,1,0.134,112.956,4,0.595
577,0.283,0.737,168312,0.562,0rGipWrGwAnZsaVkyiJpap,0.0,5,0.0727,-8.156,1,0.373,81.015,4,0.457
578,0.000907,0.612,227373,0.841,6zLdXcmvIxnAXpz9sXFnIE,0.0,9,0.37,-3.795,0,0.0353,104.986,4,0.499
579,0.032,0.607,213307,0.718,5Ua3GXyHwiSfpNTMjq6m2z,0.0,4,0.403,-4.095,1,0.0978,101.821,4,0.551
580,0.0264,0.808,214782,0.526,1Nh5WUisukhSNgwXLRoyZf,0.0,9,0.151,-7.348,1,0.0712,140.019,4,0.494
581,0.138,0.835,211274,0.457,2f9LSU0aBW04w6KL26DW8r,1.96e-06,4,0.109,-7.455,0,0.204,99.99,4,0.544
582,0.142,0.495,206027,0.745,0jeJR3LdrC2QJNviq7wjzp,0.000441,11,0.194,-5.475,0,0.035,143.398,4,0.589
583,0.0252,0.806,198110,0.77,0bXFIF7iL17TYLyx8JHziM,0.0,1,0.0645,-6.464,0,0.19,152.094,4,0.406
584,0.153,0.741,220964,0.58,2Vf2Pflg5rTWSvSCK4qq4A,0.0,0,0.109,-7.741,1,0.378,97.092,4,0.428
585,0.361,0.772,175682,0.659,4rcDP7pcJ9TN3LDeFSfUav,0.0,9,0.143,-6.18,1,0.413,87.981,4,0.409
586,0.112,0.836,209707,0.556,6scsBF1tws6Dg8VL3Xu5bS,0.0,0,0.0787,-7.631,0,0.346,140.039,4,0.422
587,0.00728,0.741,221983,0.559,5pvVAwQbuFoR7LkcicrKnk,0.000971,10,0.21,-7.775,1,0.03,101.999,4,0.466
588,0.15,0.703,193613,0.868,1NDxZ7cFAo481dtYWdrUnR,0.132,7,0.104,-4.661,0,0.0291,121.03,4,0.733
589,0.333,0.439,183413,0.802,4VFE6ZNqa8jHAmbYICoAFg,0.0,7,0.377,-3.644,1,0.054,168.032,4,0.725
590,0.263,0.505,215080,0.79,5C6uh95eAL0RBTSGXKQwvk,0.0884,3,0.123,-5.442,0,0.035,155.934,4,0.445
591,0.199,0.798,202547,0.539,5Z3GHaZ6ec9bsiI5BenrbY,1.66e-05,1,0.165,-6.351,1,0.0421,136.949,4,0.394
592,0.312,0.536,203293,0.722,7DEgL4rErTwjrsxLMlUVhf,0.0,4,0.117,-4.163,1,0.0284,143.78,4,0.499
593,0.1,0.663,214802,0.575,0Nhu3zSYbEz32IYiobV75e,3.16e-06,6,0.133,-4.907,0,0.0458,110.04,4,0.458
594,0.00411,0.624,207520,0.806,6cPyTS0Kk2sc4xQwC93kOg,0.0,1,0.0872,-5.957,1,0.0437,149.999,4,0.528
595,0.0275,0.516,340707,0.595,5Ohxk2dO5COHF1krpoPigN,0.0,5,0.109,-4.63,1,0.0313,119.972,4,0.222
596,0.0199,0.567,228480,0.464,1pJQAHpD51J7GYaFrrFO9S,9.31e-06,5,0.269,-9.66,1,0.0302,99.806,4,0.309
597,0.0121,0.673,208000,0.514,6KjbNLbRjuoa8rEq5yNA6H,8.5e-05,0,0.385,-10.772,0,0.0465,100.035,4,0.312
598,0.0317,0.62,224280,0.627,26AuyrZGzWWiYZPSd3XBIg,0.0,9,0.172,-5.889,1,0.0259,90.955,4,0.164
599,0.0357,0.604,217413,0.603,6V9kwssTrwkKT72imgowj9,0.0,7,0.126,-6.324,0,0.0389,94.989,4,0.15
600,0.0647,0.572,217613,0.53,5xhJmd0I15jFcEdqxfCzKk,0.000169,6,0.127,-8.521,0,0.0654,170.138,4,0.12
601,0.0571,0.435,214307,0.706,6GeD5g9vZTz25Egf8kxoIY,4.15e-05,0,0.0903,-8.197,1,0.0425,144.913,4,0.24
602,0.0102,0.643,215720,0.52,0dj1CtyRxZ4bnIT4Q20jNT,0.0,9,0.11,-5.968,0,0.0334,75.168,4,0.23
603,0.0105,0.615,224773,0.564,1KeZgPUr54C8iz3FjqzVoz,0.0,9,0.148,-6.384,1,0.0291,103.006,4,0.454
604,0.211,0.607,175813,0.785,44PelqgstAM0lb8rHPKfHq,3.34e-06,1,0.915,-5.955,0,0.258,81.087,4,0.517
605,0.0293,0.726,233833,0.769,1F2HXIJrE2Xn81OzT2zZvW,0.0101,6,0.104,-5.043,1,0.123,97.985,4,0.733
606,0.166,0.553,223553,0.877,31mqc7EKPsJf3pe6H5jEfC,0.0,7,0.0481,-4.694,0,0.371,166.242,4,0.557
607,0.111,0.672,232765,0.704,5URYXSFGks9Q8eYePlgVdL,0.0,11,0.115,-6.628,0,0.165,100.986,4,0.188
608,0.397,0.775,244198,0.707,7L9g4cPfohScjJ8mGwLQWr,0.0,10,0.874,-5.339,0,0.152,104.979,4,0.78
609,0.6,0.579,98251,0.642,3sHSPjEF7Elsn2K9tgt3vl,3.52e-05,8,0.214,-7.37,1,0.244,97.32,4,0.3
610,0.244,0.51,260122,0.907,3I9zZfbeaRo9ks1MB7zhmR,0.0,2,0.133,-4.239,1,0.441,93.442,4,0.521
611,0.466,0.734,283690,0.649,6xz04ypw5JsqiyityCASG1,0.0,8,0.116,-6.235,0,0.313,95.1,4,0.158
612,0.0547,0.686,194718,0.598,2auTpucISHH9Zjox4ChLIY,0.0,3,0.137,-5.363,0,0.0341,132.936,4,0.181
613,0.198,0.722,278112,0.654,5csdNgCD64XzhsyoRlhzsa,5.73e-06,11,0.0891,-5.419,0,0.173,81.984,4,0.418
614,0.378,0.729,251868,0.79,0dKLHSqcu9vuFgnb0O8rff,0.0,1,0.119,-4.989,1,0.198,92.081,4,0.876
615,0.598,0.693,199080,0.703,2du3gY4bJg7jTryvzFNbHf,0.0,2,0.523,-6.36,0,0.0667,112.943,4,0.224
616,0.0221,0.914,235677,0.635,5YYjsDIxJKpVgNLkPpBmRA,2.82e-06,8,0.255,-7.535,1,0.375,144.051,4,0.369
617,0.555,0.505,336333,0.695,3Zll5MbCF6D7Tg7lsH9KYI,0.0,10,0.326,-4.8,1,0.332,173.468,4,0.393
618,0.0283,0.656,197253,0.615,4ZJPwET9Jrgpkqi4Vo3Yg8,0.0,5,0.234,-6.252,1,0.0539,139.91,4,0.366
619,0.968,0.453,208212,0.371,6mORGLOz79w6VsCRLWYYuK,0.254,2,0.639,-9.514,1,0.0449,174.029,3,0.1
620,0.681,0.673,277521,0.463,2q0VexHJirnUPnEOhr2DxK,4.9e-06,2,0.0907,-7.247,1,0.191,147.981,4,0.268
621,0.0047,0.637,185947,0.514,6HZILIRieu8S0iqY8kIKhj,0.0,1,0.094,-6.763,1,0.365,139.931,4,0.402
622,0.22,0.734,208733,0.687,1EaKU4dMbesXXd3BrLCtYG,0.0,4,0.215,-4.728,0,0.476,189.791,4,0.476
623,0.0224,0.681,227360,0.541,6SwRhMLwNqEi6alNPVG00n,0.0,9,0.167,-8.926,0,0.055,110.803,4,0.413
624,0.61,0.648,160293,0.691,4BHSjbYylfOH5WAGusDyni,0.0,1,0.224,-7.935,1,0.239,69.982,4,0.622
625,0.125,0.353,118067,0.245,1n4jwRVXdkK2U34nBDUKKT,0.153,8,0.491,-16.69,0,0.194,157.331,4,0.489
626,0.164,0.731,214827,0.795,2LTlO3NuNVN70lp2ZbVswF,0.0,9,0.142,-8.347,0,0.356,109.897,4,0.522
627,0.0864,0.672,275253,0.546,6IZvVAP7VPPnsGX6bvgkqg,5.75e-06,4,0.152,-6.992,0,0.0519,138.887,4,0.429
628,0.148,0.65,254200,0.618,4iYRa2btalAzPZoSYfROqF,1.69e-06,8,0.11,-6.975,1,0.357,129.989,4,0.297
629,0.29,0.798,213400,0.582,6PGoSes0D9eUDeeAafB2As,0.0,10,0.153,-7.38,1,0.103,126.075,4,0.766
630,0.198,0.651,307880,0.562,06FCvd7rrRcF3DdvWH5Isp,0.0,3,0.108,-9.431,0,0.515,94.011,4,0.581
631,0.592,0.585,460573,0.473,23luOrEVHMfoX0AhfbQuS6,9.42e-06,1,0.602,-7.067,1,0.3,149.67,4,0.47
632,0.0479,0.546,248613,0.728,0y9uTzK9cNKSAEHnpeRG8C,0.0,0,0.266,-6.908,1,0.632,177.008,4,0.639
633,0.0377,0.696,248827,0.565,5p3NP9mQblDsVJLdfNZJ3I,0.0,0,0.199,-5.933,1,0.0892,132.893,4,0.216
634,0.132,0.617,331267,0.869,7BKUWh5sdtdS17crohRe4L,7.38e-05,1,0.441,-5.293,1,0.101,139.994,4,0.331
635,0.0639,0.955,246325,0.583,5hx4FpDZOnDVYlyoG3rMks,0.0,1,0.0991,-7.16,1,0.314,127.064,4,0.275
636,0.0133,0.785,235535,0.622,59J5nzL1KniFHnU120dQzt,0.0,8,0.154,-6.741,1,0.254,78.475,4,0.466
637,0.0721,0.74,386907,0.529,2HbKqm4o0w5wEeEFXm2sD4,0.0,4,0.214,-7.387,0,0.0959,143.957,4,0.37
638,0.386,0.546,243667,0.657,77Y57qRJBvkGCUw9qs0qMg,1.03e-05,8,0.0983,-6.526,1,0.0255,80.007,4,0.52
639,0.33,0.609,215509,0.799,2MYl0er3UZ1RlKwRb5LODh,0.0,9,0.108,-6.883,1,0.24,157.74,4,0.582
640,0.0506,0.776,202480,0.741,2YMyVYNLmFDD0KGtNkkgFa,0.0,7,0.0701,-5.804,1,0.041,120.079,4,0.854
641,0.0745,0.696,211364,0.503,51PIvodunv6NmX5250zxAh,0.0,8,0.0869,-4.842,1,0.0356,99.977,4,0.559
642,0.0304,0.631,231659,0.732,5PfTI3zrQbZEWcQdycMqJM,0.0,1,0.261,-4.706,1,0.203,151.779,4,0.549
643,0.229,0.694,228827,0.815,5CtI0qwDJkDQGwXD1H1cLb,0.0,2,0.0924,-4.328,1,0.12,88.931,4,0.813
644,0.0517,0.703,249240,0.661,5de7ci7TFqbQ1PFgKAD7MR,0.0,6,0.34,-3.885,1,0.0539,149.906,4,0.495
645,0.604,0.672,229053,0.684,4wdZdkEugVVorAfzqRqC6N,0.0,4,0.081,-5.468,1,0.158,180.008,4,0.428
646,0.00647,0.695,182693,0.818,0w5Bdu51Ka25Pf3hojsKHh,4.87e-06,5,0.0219,-5.379,0,0.0334,119.965,4,0.916
647,0.588,0.499,264011,0.676,5LYQSNHZxEA880URXFHg6h,0.00484,0,0.358,-8.618,0,0.0582,99.979,4,0.295
648,0.381,0.857,199440,0.8,79cuOz3SPQTuFrp8WgftAu,0.0,2,0.0913,-4.035,1,0.0583,121.996,4,0.966
649,0.0606,0.834,252017,0.493,3VCYe6mCXebBgcfzaxCVNI,7.95e-05,5,0.0666,-6.567,0,0.128,140.007,4,0.28
650,0.0969,0.774,211475,0.626,4iLqG9SeJSnt0cSPICSjxv,3.12e-05,3,0.0848,-4.432,0,0.0432,100.041,4,0.777
651,0.167,0.825,208235,0.496,1V8c3uV6p7uTsfQof5oRXg,0.0,4,0.081,-7.225,0,0.0529,102.049,3,0.767
652,0.921,0.609,168429,0.198,7mmf56XtAneYnuomOuvySJ,0.0,7,0.13,-11.668,1,0.0616,67.116,4,0.32
653,0.012,0.791,181812,0.586,1e1JKLEDKP7hEQzJfNAgPl,0.0,11,0.46,-7.372,0,0.29,163.029,4,0.413
654,0.401,0.763,197495,0.671,5q5gzmbBS5yQzos2BvVr1t,1.16e-05,1,0.375,-4.029,0,0.1,120.06,4,0.602
655,0.0549,0.53,187760,0.809,48tAdjG4ng2JfECa7OQujk,0.0,6,0.0741,-4.745,0,0.0388,82.022,4,0.731
656,0.549,0.87,160597,0.502,3QWjljChcOMkRDYSzF33Qr,0.00356,5,0.0916,-7.497,0,0.0549,82.53,4,0.673
657,0.0552,0.609,288600,0.668,3DXncPQOG4VBw3QHh3S817,0.0,7,0.167,-4.284,1,0.0367,80.924,4,0.811
658,0.57,0.629,250173,0.572,5tz69p7tJuGPeMGwNTxYuV,0.0,5,0.192,-7.733,0,0.0387,100.015,4,0.386
