,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
55,0.00381,0.807,144244,0.887,1lItf5ZXJc1by9SbPeljFd,0.0,1,0.391,-3.892,1,0.275,160.517,4,0.78
56,0.0565,0.853,205879,0.547,27GmP9AWRs744SzKcpJsTZ,0.0,1,0.341,-7.535,1,0.194,142.065,4,0.676
57,0.135,0.542,231360,0.727,4h90qkbnW1Qq6pBhoPvwko,0.0,1,0.328,-5.268,0,0.0849,150.098,4,0.548
58,0.29,0.639,176333,0.548,3b0EOvScbZUc0qJx0E1L2z,9.68e-05,8,0.366,-13.534,1,0.0394,98.359,4,0.887
59,0.156,0.774,219147,0.764,2aFiaMXmWsM3Vj72F9ksBl,0.0,4,0.0383,-5.445,0,0.0518,118.997,4,0.912
60,0.337,0.722,313547,0.331,7EiZI6JVHllARrX9PUvAdX,0.283,8,0.146,-7.789,1,0.0725,143.974,4,0.102
61,0.0847,0.841,243837,0.728,6gBFPUFcJLzWGx4lenP6h2,0.0,7,0.149,-3.37,1,0.0484,130.049,4,0.43
62,0.199,0.743,326933,0.359,3kxfsdsCpFgN412fpnW85Y,0.00611,1,0.137,-10.401,1,0.0794,160.083,4,0.587
63,0.00383,0.647,198774,0.932,3EmmCZoqpWOTY1g2GBwJoR,1.5e-06,11,0.0574,-3.515,1,0.0824,114.991,4,0.374
64,0.0236,0.92,293827,0.654,5ChkMS8OtdzJeqyybCc9R5,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847
65,0.406,0.72,251088,0.763,5knuzwU65gJK7IF5yJsuaW,0.0,9,0.18,-4.068,0,0.0523,101.965,4,0.742
66,0.435,0.713,201667,0.419,6AGON2BGdPmPMJGiiNuuwl,2.87e-06,11,0.126,-10.668,1,0.356,91.634,4,0.253
67,0.00835,0.645,214507,0.713,2Z8WuEywRWYTKe1NybPQEW,0.0,6,0.113,-5.355,1,0.0393,74.989,4,0.566
68,0.482,0.669,151667,0.616,2H3ZUSE54pST4ubRd5FzFR,0.0,11,0.179,-10.776,0,0.033,130.037,4,0.818
69,0.0541,0.795,198944,0.568,0B8QzDH7YWih85V5SEMnyJ,0.0,5,0.108,-7.817,0,0.142,136.173,4,0.478
70,0.255,0.502,243491,0.786,4dASQiO1Eoo3RJvt74FtXB,0.0,9,0.65,-4.378,0,0.317,169.021,4,0.739
71,0.302,0.696,292987,0.521,62vpWI1CHwFy7tMIcSStl8,0.0,10,0.0565,-8.465,0,0.332,100.0,4,0.458
72,0.0312,0.618,180520,0.727,78sr3ogs4UzITcCNbXM9cM,0.0,3,0.196,-7.224,0,0.208,164.992,4,0.401
73,0.187,0.852,195840,0.773,6mICuAdrwEjh6Y6lroV2Kg,3.05e-05,8,0.159,-2.921,0,0.0776,102.034,4,0.907
74,0.145,0.733,239600,0.71,7w87IxuO7BDcJ3YUqCyMTT,0.115,5,0.0956,-5.849,0,0.0292,127.975,4,0.965
75,0.0705,0.586,222467,0.525,1Bqxj0aH5KewYHKUg1IdrF,0.0,0,0.0729,-8.968,1,0.498,126.51,4,0.491
76,0.0496,0.96,223093,0.547,5oyUurs28XRagLa8lgm6V3,0.0,6,0.216,-6.992,0,0.0786,121.01,4,0.186
77,0.273,0.781,193181,0.57,08WPvDEsHvTFuB9w8tC2OS,0.0,11,0.196,-5.874,0,0.188,107.059,4,0.858
78,0.0353,0.663,197933,0.713,17Fd6Yb7mSbinKG8LoWfFl,7.68e-06,7,0.0843,-6.647,0,0.112,101.965,4,0.69
79,0.219,0.647,232720,0.822,5b88tNINg4Q4nrRbrCXUmg,0.0,5,0.0908,-4.662,0,0.183,160.019,4,0.962
80,0.156,0.71,218880,0.495,37F0uwRSrdzkBiuj0D5UHI,0.0,8,0.164,-7.369,1,0.22,160.091,4,0.396
81,0.0556,0.609,217603,0.57,1CnPYaKxTVb4LWOtiGOm0m,0.0,0,0.0915,-4.239,1,0.104,90.195,4,0.531
82,0.366,0.762,243270,0.476,40yJGQyEaBbIkXpwMFkXip,0.0,0,0.103,-12.686,1,0.114,130.007,4,0.375
83,0.0277,0.457,203760,0.854,1kusepF3AacIEtUTYrw4GV,9.62e-05,2,0.731,-6.2,1,0.265,172.231,4,0.485
84,0.0462,0.734,202333,0.637,3CRDbSIZ4r5MsZ0YwxuEkn,2.29e-05,4,0.0602,-5.677,0,0.141,169.977,4,0.648
85,0.0682,0.602,245053,0.796,2dOTkLZFbpNXrhc24CnTFd,0.12,0,0.15,-3.657,0,0.103,126.06,4,0.265
86,0.271,0.414,354320,0.404,1AhDOtG9vPSOmsWgNW0BEY,0.0,0,0.3,-9.928,0,0.0499,71.105,4,0.224
87,0.216,0.674,256533,0.568,6eT7xZZlB2mwyzJ2sUKG6w,0.0,7,0.0863,-7.678,1,0.0349,130.081,4,0.321
88,0.0038,0.544,197640,0.809,4b4KcovePX8Ke2cLIQTLM0,0.0,8,0.323,-5.098,1,0.0363,145.017,4,0.448
89,0.494,0.42,215670,0.636,2wDjpPW3HZdA9quPPmZAMu,0.0,10,0.122,-7.216,1,0.22,156.104,5,0.784
90,0.0186,0.757,251467,0.672,40YcuQysJ0KlGQTeGUosTC,0.0,0,0.158,-6.524,0,0.0955,111.996,4,0.382
91,0.687,0.492,251034,0.275,7vRriwrloYVaoAe3a9wJHe,0.0,6,0.101,-13.4,0,0.3,92.6,4,0.18
92,0.0237,0.665,196336,0.706,0BU7nIcCZxYSE0hYcc5oZz,0.0,8,0.112,-6.859,0,0.0958,147.067,4,0.632
93,0.0848,0.506,224000,0.641,2aksifNn5ph8igDOkPBA02,8.09e-06,4,0.073,-4.815,0,0.0456,171.957,3,0.393
94,0.642,0.58,331480,0.519,3pjUyVbFmM96tYhSaKJwTt,0.00116,11,0.0936,-10.653,0,0.251,107.401,4,0.242
95,0.222,0.765,198293,0.356,3pXF1nA74528Edde4of9CC,0.0,11,0.0963,-5.556,0,0.196,97.001,4,0.19
96,0.66,0.8,139674,0.297,6HEIBHUirx1J0JkUD24szt,0.000111,0,0.105,-13.1,0,0.407,140.051,4,0.213
97,0.461,0.573,142787,0.683,0qRR9d89hIS0MHRkQ0ejxX,0.0,5,0.0935,-6.644,1,0.176,169.519,4,0.817
98,0.694,0.705,199993,0.609,4uhvMW7ly7tJil31YYscAN,0.0,3,0.234,-5.728,1,0.0729,140.058,4,0.718
99,0.436,0.494,233337,0.559,12REd1n8PeiHHWOh066tpr,0.0,0,0.164,-5.445,1,0.0565,119.247,4,0.264
100,0.0707,0.707,167038,0.883,7aV2mflaASUmGhCErm7kBO,0.0,0,0.23,-4.281,1,0.0602,106.031,4,0.541
101,0.615,0.6,225882,0.412,6WhzFzROw3aq3rPWjgYlxr,0.0025,8,0.134,-9.343,1,0.344,113.049,5,0.408
102,0.108,0.53,194613,0.433,43PuMrRfbyyuz4QpZ3oAwN,0.0,6,0.135,-10.598,1,0.185,160.14,4,0.274
103,0.0291,0.641,258343,0.922,3bidbhpOYeV4knp8AIu8Xn,0.0,2,0.0862,-4.457,1,0.0786,146.078,4,0.847
104,0.251,0.748,190733,0.652,4o6BgsqLIBViaGVbx5rbRk,0.0598,5,0.0408,-6.851,1,0.0594,167.17,4,0.859
105,0.0975,0.599,260253,0.511,2LBqCSwhJGcFQeTHMVGwy3,0.0,1,0.147,-7.136,0,0.0615,133.496,4,0.502
106,0.114,0.638,245604,0.6,2xbI8Vmyv3TkpTdywpPyNw,0.0,1,0.187,-5.84,0,0.0438,101.981,4,0.0399
107,0.137,0.673,201160,0.637,3E2Zh20GDCR9B1EYjfXWyv,0.0,5,0.184,-4.518,1,0.0429,123.98,4,0.678
108,0.0511,0.717,235477,0.347,1wZqJM5FGDEl3FjHDxDyQd,2.43e-06,11,0.087,-10.265,0,0.0636,84.987,4,0.0589
109,0.641,0.482,155227,0.849,4Z1fbYp0HuxLBje4MOZcSD,7.74e-06,2,0.0414,-9.198,1,0.0452,124.631,4,0.937
110,0.592,0.588,242081,0.471,2BrzlUj1u1CtvaJDGIKpsP,0.00146,0,0.0733,-7.287,1,0.0577,152.881,4,0.209
111,0.0673,0.943,165291,0.595,34oWbFBfGEElvgO0a5c9V4,0.0,5,0.0839,-8.372,0,0.191,117.532,4,0.815
112,0.142,0.714,135920,0.566,4KW1lqgSr8TKrvBII0Brf8,1.25e-06,7,0.57,-4.408,1,0.056,113.074,4,0.449
113,0.02,0.378,250627,0.638,5rgy6ghBq1eRApCkeUdJXf,7.66e-05,10,0.0849,-5.576,1,0.075,184.086,4,0.735
114,0.164,0.805,147600,0.558,7s25THrKz86DM225dOYwnr,2.2e-05,0,0.0546,-5.226,1,0.041,114.95,4,0.965
115,0.0451,0.592,280615,0.701,5J5PXmMdQ2nh1lZOal8KmK,0.0,10,0.327,-4.014,0,0.0858,129.501,4,0.282
116,0.198,0.627,220293,0.812,3a1lNhkSLSkpJE4MSHpDu9,0.0,6,0.212,-4.215,1,0.0358,123.071,4,0.504
117,0.621,0.728,217707,0.563,68EMU2RD1ECNeOeJ5qAXCV,0.0,1,0.179,-8.053,0,0.134,100.017,4,0.352
118,0.0887,0.65,239120,0.658,5lXcSvHRVjQJ3LB2rLKQog,0.00403,10,0.0526,-10.908,0,0.085,100.541,4,0.883
119,0.0797,0.654,200787,0.76,69bp2EbF7Q2rqc5N3ylezZ,0.0,0,0.299,-3.669,0,0.045,99.945,4,0.41
120,0.0542,0.779,153429,0.455,7zBPzAjKAqQpcv8F8GCq5s,0.0,1,0.177,-15.025,1,0.28,140.181,4,0.197
121,0.215,0.724,212947,0.456,1WRy5l3TwrwlzNmB5bOeKw,2.41e-06,7,0.105,-10.009,1,0.127,133.051,4,0.0481
122,0.729,0.783,237793,0.467,0hNduWmlWmEmuwEFcYvRu1,0.809,6,0.109,-9.474,1,0.0503,90.838,4,0.236
123,0.0514,0.67,160500,0.619,3M5eeHXgG4VplKNcsBC8Dj,0.0,0,0.0492,-10.365,0,0.0323,108.826,4,0.807
124,0.182,0.776,280000,0.763,0qxYx4F3vm1AOnfux6dDxP,0.0065,5,0.077,-8.124,1,0.0535,128.433,4,0.82
125,0.0541,0.789,142907,0.53,0Fv5N0cHBsl4bzCbollCAS,0.0,2,0.164,-6.2,1,0.293,75.515,4,0.367
126,0.013,0.853,206693,0.56,0KKkJNfGyhkQ5aFogxQAPU,0.0,1,0.0944,-4.961,1,0.0406,134.066,4,0.86
127,0.0861,0.356,242253,0.567,25khomWgBVamSdKw7hzm3l,0.0,0,0.137,-7.011,0,0.0798,135.553,5,0.109
128,0.00347,0.903,267067,0.62,2FBUoWkIuQXwayw2RNo5l6,0.000119,2,0.0504,-8.094,1,0.0587,134.96,4,0.539
129,0.402,0.66,221333,0.378,5wQRNkb7OhzJoT1P0OZ4Rw,0.0,0,0.0838,-9.728,1,0.27,90.056,4,0.516
130,0.0361,0.716,225800,0.806,6O6M7pJLABmfBRoGZMu76Y,0.00413,4,0.244,-7.602,1,0.0466,100.033,4,0.347
131,0.0995,0.613,234213,0.702,0H8XeaJunhvpBdBFIYi6Sh,0.0,7,0.116,-6.498,1,0.0458,133.932,4,0.372
132,0.017,0.627,247427,0.717,0B8B8cVRFIG1yznoQe7c9s,0.0,8,0.261,-5.751,0,0.0376,105.05,4,0.561
133,0.0475,0.559,209413,0.868,5T8EDUDqKcs6OSOwEsfqG7,0.000176,5,0.776,-5.276,1,0.17,156.295,4,0.609
134,0.00287,0.532,210173,0.767,2SiXAy7TuUkycRVbbWDEpo,0.000513,7,0.39,-5.509,1,0.0574,127.361,4,0.755
135,0.0211,0.701,284427,0.748,6v3xCVgM73PGb0JIlF264a,0.0125,10,0.147,-8.179,0,0.0333,103.559,4,0.917
136,0.0857,0.57,239853,0.763,7zTx8ePYAmPFQuxP3xlXZn,2.49e-06,1,0.0932,-4.137,1,0.0573,150.088,4,0.43
137,0.23,0.888,238733,0.815,5lA3pwMkBdd24StM90QrNR,0.000424,11,0.127,-4.909,0,0.0404,127.273,4,0.961
138,0.0602,0.474,196040,0.741,19a3JfW8BQwqHWUMbcqSx8,0.0,6,0.115,-3.69,1,0.111,174.1,4,0.402
139,0.182,0.491,183307,0.583,3yrSvpt2l1xhsV9Em88Pul,0.0,7,0.407,-10.964,1,0.0376,150.572,4,0.907
140,0.0162,0.782,193400,0.6,20I6sIOMTCkB6w7ryavxtO,1.81e-06,7,0.108,-6.532,1,0.0416,120.05,4,0.612
141,0.0189,0.596,240427,0.838,4vb4mFvYsr2h6enhjJsq9Y,1.54e-05,5,0.108,-6.52,0,0.0704,94.982,4,0.472
142,0.181,0.597,239853,0.743,3NJG6vMH1ZsectZkocMEm0,0.0,6,0.0796,-3.095,1,0.042,122.798,4,0.299
143,0.0215,0.688,192191,0.702,6Knv6wdA0luoMUuuoYi2i1,0.0,7,0.128,-4.792,0,0.0499,94.006,4,0.74
144,0.0668,0.598,262521,0.532,4sQMalN597HdggTu196aL0,3.22e-06,3,0.0617,-6.833,0,0.0295,74.963,4,0.261
145,0.0019,0.457,215510,0.899,6JyuJFedEvPmdWQW0PkbGJ,0.0,10,0.831,-2.591,0,0.132,147.268,4,0.298
146,0.0169,0.668,265600,0.778,3DX4Y0egvc0slLcLl31h2p,7.35e-06,0,0.474,-5.767,1,0.0523,109.96,4,0.73
147,0.313,0.728,237300,0.489,7129iqBafaphfc3WPCGC0L,0.0,10,0.386,-5.868,1,0.0611,119.816,4,0.316
148,0.635,0.572,165000,0.418,6RrXd9Hph4hYR4bf3dbM6H,0.0,0,0.0961,-10.738,1,0.0349,104.566,4,0.694
149,0.000972,0.707,206413,0.924,7EOYLyD4pP4YJVgoVeKUQ1,0.00703,7,0.204,-2.842,1,0.031,127.937,4,0.919
150,0.00767,0.713,262693,0.526,1wHZx0LgzFHyeIZkUydNXq,0.000148,1,0.124,-5.046,1,0.032,131.05,4,0.131
151,0.291,0.667,206027,0.424,6i759FCuKx713ZnYjtpQGU,0.0,1,0.205,-8.313,1,0.2,76.76,4,0.594
152,0.0213,0.798,193911,0.568,6JjEVlMkfHWMeYavkEYzNO,0.0,5,0.0586,-9.072,0,0.135,148.88,3,0.45
153,0.0398,0.683,237707,0.708,2XMTqoHHSH0lvuXrvIEdco,0.155,5,0.686,-6.244,0,0.0305,92.991,4,0.355
154,0.0853,0.486,226720,0.713,4Q4jmPHwu0wrJvqrld0FQ6,0.0,2,0.0839,-3.949,0,0.0524,121.028,4,0.297
155,0.117,0.584,202747,0.7,0PDUDa38GO8lMxLCRc4lL1,0.0,11,0.0939,-4.275,1,0.0456,124.944,4,0.438
156,0.0942,0.749,219320,0.884,2KpCpk6HjXXLb7nnXoXA5O,0.0,1,0.191,-6.07,1,0.243,140.077,4,0.705
157,0.0845,0.422,248387,0.852,2HzfRSfCogBSsgW2CckVA2,0.0,6,0.0687,-3.546,1,0.208,82.914,4,0.666
158,0.013,0.888,200080,0.483,4scpF6J5uMBvoh6sFB7EL1,4.85e-06,6,0.0926,-7.797,1,0.154,125.008,4,0.226
159,0.00191,0.718,173347,0.679,6BbINUfGabVyiNFJpQXn3x,0.0104,11,0.385,-5.899,0,0.0706,157.97,4,0.205
160,0.0734,0.803,254080,0.585,3y9cCbnBn0zjkJa2YkOj70,2.87e-05,0,0.201,-5.39,1,0.087,146.02,4,0.241
161,0.135,0.875,222600,0.673,376KnY4TrgBITxjlnbnmIy,0.0,7,0.292,-4.184,1,0.0932,130.0,4,0.231
162,0.484,0.71,165853,0.404,3pndPhlQWjuSoXhcIIdBjv,0.0,1,0.0953,-10.04,0,0.379,139.553,4,0.398
163,0.014,0.735,232880,0.886,36YCdzT57us0LhDmCYtrNE,0.0,9,0.0788,-5.572,0,0.216,113.002,4,0.758
164,0.0129,0.487,228640,0.532,16Ah4QqH4mgYVXqfC4mdSd,0.0,11,0.123,-8.129,0,0.245,138.13,3,0.243
165,0.00868,0.565,212647,0.849,1OAiWI2oPmglaOiv9fdioU,4.68e-06,0,0.12,-3.516,0,0.0517,102.034,4,0.427
166,0.192,0.715,238320,0.703,0PJIbOdMs3bd5AT8liULMQ,0.0,5,0.113,-3.825,1,0.0503,119.749,4,0.596
167,0.0935,0.819,219160,0.913,1vvNmPOiUuyCbgWmtc6yfm,3.72e-05,4,0.161,-3.059,0,0.0427,119.989,4,0.536
168,0.244,0.812,128157,0.621,5uQOauh47VFt3B2kV9kRXw,0.0,5,0.099,-8.3,1,0.0515,77.998,4,0.847
169,0.0237,0.836,189853,0.439,433P7tDcIAi6NLnf4Sh6tI,0.0,0,0.617,-9.628,1,0.148,133.937,3,0.241
170,0.0398,0.693,218480,0.65,4QdovcM8j50QPlyR7tH4xe,0.0,1,0.186,-8.376,1,0.192,85.026,4,0.663
171,0.079,0.742,188987,0.833,39shmbIHICJ2Wxnk1fPSdz,0.0,2,0.384,-6.463,1,0.115,113.375,4,0.816
172,0.153,0.779,177095,0.671,40UroIGvsMPLPBYwH8rMNA,1.12e-05,9,0.115,-5.829,1,0.0814,104.953,4,0.718
173,0.0375,0.746,166138,0.877,0L7loeTIg6akW84aEQZpCT,0.000833,9,0.233,-3.782,0,0.0666,107.985,4,0.751
174,0.279,0.883,172333,0.464,1aj4GXfmEYXfdVZohCpNKu,1.51e-05,10,0.0744,-11.251,1,0.0591,111.548,4,0.925
175,0.0244,0.746,222093,0.873,2d8JP84HNLKhmd6IYOoupQ,0.0,7,0.354,-3.803,1,0.128,148.075,4,0.817
176,0.237,0.626,164813,0.816,6vxHp3CDNo0afgKGp2yi1E,1.8e-06,9,0.104,-10.593,1,0.13,105.33,4,0.798
177,0.0556,0.762,220813,0.576,05Z7jet4VDNVgNQWcYHnrk,0.0,1,0.0869,-4.951,0,0.0829,142.096,4,0.316
178,0.88,0.675,294400,0.166,4hObp5bmIJ3PP3cKA9K9GY,7.14e-05,11,0.0461,-22.602,1,0.171,68.837,4,0.747
179,0.0778,0.696,201254,0.743,1D3ODoXHBLpdxolZRHWV1j,0.0,6,0.0581,-3.838,1,0.0331,122.978,4,0.644
180,0.0504,0.609,191812,0.887,1FUViuNSldssMIawrOXF2i,4.76e-06,9,0.09,-4.749,0,0.0507,97.99,4,0.316
181,0.261,0.569,184000,0.761,0q5DrtpnnGpOvBy5nnPMbe,6.71e-06,5,0.0748,-6.071,0,0.475,180.122,4,0.325
182,0.0178,0.595,218447,0.662,04CttTezSnv71USiiG9mIo,0.0,11,0.0804,-6.858,0,0.0362,96.053,4,0.417
183,0.0199,0.611,220573,0.7,4OZEu0Vwq0RB2LAq14v99n,0.0,9,0.0549,-5.331,1,0.0436,104.981,4,0.213
184,0.00427,0.762,232093,0.666,10I3CmmwT0BkOVhduDy53o,0.0,0,0.127,-6.055,1,0.0916,118.97,4,0.278
185,0.519,0.572,174867,0.786,6cb0HzFQPN4BGADOmSzPCw,0.00093,8,0.11,-8.469,1,0.0642,188.115,4,0.952
186,0.279,0.834,222707,0.779,39pS70eeDvyCAF3t8NAlVV,0.0,4,0.121,-1.075,0,0.224,130.002,4,0.391
187,0.124,0.863,236293,0.576,55OdqrG8WLmsYyY1jijD9b,0.0,5,0.143,-5.687,0,0.239,132.054,4,0.832
188,0.734,0.524,125507,0.543,27K3ZDS5B4fwjhwyihrdzC,0.0,11,0.275,-9.889,1,0.0397,128.091,4,0.877
189,0.214,0.717,276347,0.618,36xxq7VDZZsGwARsn6Clo7,0.0,11,0.108,-5.419,1,0.315,79.862,4,0.719
190,0.00156,0.809,223969,0.504,1trZGMI2CGyVT44STkpCoN,0.0,2,0.0856,-3.201,1,0.15,120.065,4,0.525
191,0.248,0.662,179613,0.496,5yuShbu70mtHXY0yLzCQLQ,0.0,5,0.0769,-8.267,1,0.109,81.951,4,0.133
192,0.0348,0.725,222813,0.853,7fSGbZLhWlAiCC3HDPAULu,0.127,2,0.196,-7.842,1,0.0353,136.282,4,0.904
